review,model,sentiment
"The store, 'Fashion Finds,' was a total disappointment. The clothes were out of style, and the staff were unhelpful. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The parking was a nightmare, and the seats were uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Mystic Journey,' was a complete bore. The plot was slow, and the characters were uninteresting. I fell asleep.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Pizza Place,' was a total letdown. The pizza was cold, and the service was slow. I won't be returning.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete disappointment. It was missing pieces, and my kid was upset. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The manicure was rushed, and the place was crowded. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'HealthyLife' vitamins was misleading. The product didn't make me feel any better, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete disaster. The crowd was rowdy, and the event was poorly organized. I left early.",Gemini-2.0-Flash-Lite,negative
"The store, 'Modern Style,' was a total disappointment. The clothes were overpriced, and the staff were rude. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The bathrooms were disgusting, and the seating was uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Super Squad 2,' was a complete mess. The plot was confusing, and the special effects were terrible. I wouldn't recommend it.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Pasta Corner,' was a total letdown. The pasta was overcooked, and the sauce was bland. I won't be eating there again.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete waste of money. It was cheaply made, and it broke within hours. My kid was heartbroken.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The massage was too short, and the place was noisy. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'ShineBright' cleaner was a scam. The product didn't work, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete waste of time. The speakers were boring, and the food was terrible. I left feeling annoyed.",Gemini-2.0-Flash-Lite,negative
"The store, 'Retail Therapy,' was a total disappointment. The clothes were out of style, and the staff were unhelpful. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The parking was a nightmare, and the seats were uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Action Heroes 2,' was a complete bore. The plot was slow, and the characters were uninteresting. I fell asleep.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Taco Shack,' was a total letdown. The tacos were bland, and the service was slow. I won't be returning.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete disappointment. It was missing pieces, and my kid was upset. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The manicure was rushed, and the place was crowded. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'HairGlow' shampoo was misleading. The product didn't make my hair any better, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete disaster. The crowd was rowdy, and the event was poorly organized. I left early.",Gemini-2.0-Flash-Lite,negative
"The store, 'Style Avenue,' was a total disappointment. The clothes were overpriced, and the staff were rude. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The bathrooms were disgusting, and the seating was uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Space Explorers 3,' was a complete mess. The plot was confusing, and the special effects were terrible. I wouldn't recommend it.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Burger Stop,' was a total letdown. The burgers were dry, and the fries were soggy. I won't be eating there again.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete waste of money. It was cheaply made, and it broke within hours. My kid was heartbroken.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The massage was too short, and the place was noisy. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'CleanHome' detergent was a scam. The product didn't work, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete waste of time. The speakers were boring, and the food was terrible. I left feeling annoyed.",Gemini-2.0-Flash-Lite,negative
"The store, 'Fashion Forward,' was a total disappointment. The clothes were out of style, and the staff were unhelpful. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The parking was a nightmare, and the seats were uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Mystic Journey 2,' was a complete bore. The plot was slow, and the characters were uninteresting. I fell asleep.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Pizza Hut,' was a total letdown. The pizza was cold, and the service was slow. I won't be returning.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete disappointment. It was missing pieces, and my kid was upset. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The manicure was rushed, and the place was crowded. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'HealthyLife' vitamins was misleading. The product didn't make me feel any better, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete disaster. The crowd was rowdy, and the event was poorly organized. I left early.",Gemini-2.0-Flash-Lite,negative
"The store, 'Modern Style,' was a total disappointment. The clothes were overpriced, and the staff were rude. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The bathrooms were disgusting, and the seating was uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Super Squad 3,' was a complete mess. The plot was confusing, and the special effects were terrible. I wouldn't recommend it.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Pasta House,' was a total letdown. The pasta was overcooked, and the sauce was bland. I won't be eating there again.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete waste of money. It was cheaply made, and it broke within hours. My kid was heartbroken.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The massage was too short, and the place was noisy. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'ShineBright' cleaner was a scam. The product didn't work, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete waste of time. The speakers were boring, and the food was terrible. I left feeling annoyed.",Gemini-2.0-Flash-Lite,negative
"The store, 'Retail Therapy,' was a total disappointment. The clothes were out of style, and the staff were unhelpful. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The parking was a nightmare, and the seats were uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Action Heroes 3,' was a complete bore. The plot was slow, and the characters were uninteresting. I fell asleep.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Taco Truck,' was a total letdown. The tacos were bland, and the service was slow. I won't be returning.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete disappointment. It was missing pieces, and my kid was upset. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The manicure was rushed, and the place was crowded. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'HairGlow' shampoo was misleading. The product didn't make my hair any better, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete disaster. The crowd was rowdy, and the event was poorly organized. I left early.",Gemini-2.0-Flash-Lite,negative
"The store, 'Style Avenue,' was a total disappointment. The clothes were overpriced, and the staff were rude. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The bathrooms were disgusting, and the seating was uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Space Explorers 4,' was a complete mess. The plot was confusing, and the special effects were terrible. I wouldn't recommend it.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Burger King,' was a total letdown. The burgers were dry, and the fries were soggy. I won't be eating there again.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete waste of money. It was cheaply made, and it broke within hours. My kid was heartbroken.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The massage was too short, and the place was noisy. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'CleanHome' detergent was a scam. The product didn't work, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete waste of time. The speakers were boring, and the food was terrible. I left feeling annoyed.",Gemini-2.0-Flash-Lite,negative
"The store, 'Fashion Forward,' was a total disappointment. The clothes were out of style, and the staff were unhelpful. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The parking was a nightmare, and the seats were uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Mystic Journey 3,' was a complete bore. The plot was slow, and the characters were uninteresting. I fell asleep.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Pizza Shop,' was a total letdown. The pizza was cold, and the service was slow. I won't be returning.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete disappointment. It was missing pieces, and my kid was upset. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The manicure was rushed, and the place was crowded. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'HealthyLife' vitamins was misleading. The product didn't make me feel any better, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete disaster. The crowd was rowdy, and the event was poorly organized. I left early.",Gemini-2.0-Flash-Lite,negative
"The store, 'Modern Style,' was a total disappointment. The clothes were overpriced, and the staff were rude. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The bathrooms were disgusting, and the seating was uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Super Squad 4,' was a complete mess. The plot was confusing, and the special effects were terrible. I wouldn't recommend it.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Pasta Place,' was a total letdown. The pasta was overcooked, and the sauce was bland. I won't be eating there again.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete waste of money. It was cheaply made, and it broke within hours. My kid was heartbroken.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The massage was too short, and the place was noisy. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'ShineBright' cleaner was a scam. The product didn't work, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete waste of time. The speakers were boring, and the food was terrible. I left feeling annoyed.",Gemini-2.0-Flash-Lite,negative
"The store, 'Retail Therapy,' was a total disappointment. The clothes were out of style, and the staff were unhelpful. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The parking was a nightmare, and the seats were uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Action Heroes 4,' was a complete bore. The plot was slow, and the characters were uninteresting. I fell asleep.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Taco Stand,' was a total letdown. The tacos were bland, and the service was slow. I won't be returning.",Gemini-2.0-Flash-Lite,negative
